budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT08458,USR012,INC05580,1450000,800000,400000,2650000,2250000,part_time,19/08/2023 04:38
BGT04657,USR070,INC07117,5150000,2600000,1950000,9700000,7750000,business,2023-12-05 11:09
BGT05717,USR001,INC08981,1100000,750000,650000,2450000,1850000,scholarship,2023-08-30 15:50
BGT04212,USR017,INC03458,600000,400000,250000,1250000,850000,scholarship,2023-03-20 08:00
BGT09143,USR057,INC00174,2050000,1150000,600000,3800000,3200000,business,2024-09-10 06:31
BGT01600,USR004,INC06402,1100000,750000,450000,2300000,1850000,part_time,2023-03-14 08:03
BGT04558,USR016,INC03772,750000,400000,300000,1400000,1150000,allowance,13/06/2024 14:10
BGT08434,USR002,INC03554,950000,500000,300000,1800000,1450000,part_time,
BGT06464,USR031,INC05333,2300000,1600000,1100000,4950000,3900000,allowance,2024-05-15 00:12
BGT06901,USR060,INC03397,1550000,950000,500000,3000000rb,2500000,bonus,2024-07-28 01:03
BGT06197,USR024,INC04973,2350000,1450000,600000,,3800000,part_time,2024-05-19 05:31
BGT05619,USR006,INC05845,1150000,650000,600000,2400000,1800000,scholarship,2024-10-29 04:46
BGT09413,USR065,INC00315,4350000,2400000,1800000,8500000,6750000,investment_return,2024-08-05 19:36
BGT04376,USR054,INC03739,4150000,2400000,1000000,7550000,6550000,salary,2023-09-06 18:24
BGT05836,USR074,INC08846,5200000,2800000,1300000,9250000rb,8000000,bonus,2023-03-31 07:44
BGT08847,USR035,INC02396,1500000,800000,450000,2700000,1850000,freelance,2023-02-18 18:55
BGT00956,USR041,INC08507,2850000,1700000,1000000,5550000,4550000,,2024-06-21 14:43
BGT09761,USR036,INC03704,-1950000,1350000,950000,4250000,3300000,internship,2023-04-17 23:14
BGT01412,USR009,INC05242,1050000,700000,550000,2250000,1750000,scholarship,
BGT06935,USR012,INC07910,1050000,700000,450000,2150000,1750000,part_time,2023-05-26 01:03
BGT03330,USR059,INC06076,2800000,1550000,1250000,5600000,4350000,business,2024-05-18 00:36
BGT01592,USR013,INC00441,1000000,450000,300000,1800000,1450000,scholarship,2024-04-22 03:27
BGT07743,USR003,INC08488,1500000,850000,,2900000,2350000,part_time,2023-02-26 14:09
BGT00281,USR032,INC01261,1750000,1000000,950000,3700000,2750000,allowance,2024-09-22 20:05
BGT04337,USR055,INC01800,3150000,1900000,1800000,6850000,5050000,freelance,2024-09-08 18:16
BGT05198,USR041,INC07886,3400000,1800000,1050000,6250000,5200000,salary,2023-05-17 06:39
BGT01137,USR050,INC06346,1850000,1300000,900000,4050000,3150000,business,2024-11-30 23:31
BGT06237,USR045,INC08469,2550000,2000000,1300000,5850000,4550000,freelance,2024-01-26 02:33
BGT00607,USR029,INC09144,-1900000,1050000,800000,3700000,2950000,internship,2023-10-01 11:28
BGT06424,USR061,INC02162,3050000,1550000,1050000,5650000,4600000,salary,2024-04-25 13:03
BGT08894,USR021,INC01570,2200000,1300000,1000000,4500000rb,3500000,freelance,2023-08-06 06:32
BGT06867,USR015,INC04345,1250000,750000,350000,2350000,2000000,scholarship,2024-06-04 03:12
BGT05856,USR057,INC08988,2850000,1750000,800000,5400000,4600000,bonus,2024-06-17 03:04
BGT03977,USR034,INC06948,1000000,550000,400000,1950000,1550000,PART_TIME,2023-12-26 20:00
BGT08240,USR047,INC08658,2400000,1300000,950000,4650000,3700000,freelance,2023-12-23 21:19
BGT05248,USR039,INC06822,1100000,750000,600000,2400000,1850000,allowance,2024-12-04 23:25
BGT04419,USR023,INC05310,900000,550000rb,300000,1750000,1450000,freelance,
BGT05154,USR059,INC03320,2250000,1250000,550000,4050000,3500000,freelance,2024-10-09 03:08
BGT09230,USR012,INC08551,750000,450000,400000rb,1600000,1200000,allowance,2023-01-09 12:04
BGT06961,USR007,INC05511,800000,600000,300000,1700000,1400000,,2024-07-14 01:41
BGT00804,USR034,INC08860,1450000,850000,600000,2900000,2300000,internship,2024-05-16 17:53
BGT06764,USR040,INC09985,2150000,1250000,850000,4250000,3400000,part_time,2023-07-23 17:22
BGT04562,USR036,INC05642,2050000,1200000,950000,4200000,3250000,internship,2024-08-20 09:52
BGT08417,USR049,INC00299,2550000,1300000,700000,4550000,3850000,bonus,2024-11-06 22:39
BGT04033,USR019,INC07316,600000,300000,250000,1150000,900000,part_time,2024-04-23 21:34
BGT01751,USR047,INC03947,2450000,1450000,1300000,5200000,3900000,business,2023-04-03 03:41
BGT06844,USR069,INC06286,3800000,2150000,2000000,7950000,5950000,freelance,2024-06-12 13:09
BGT01280,USR026,INC06815,1250000,700000,400000,2400000,1950000,internship,2023-02-20 06:08
BGT09775,USR058,INC02253,3300000,1600000,1300000,6200000,4900000,freelance,2024-01-29 14:40
BGT08132,USR066,INC00197,2150000,1450000,,4550000,3600000,investment_return,2023-05-26 06:58
BGT03944,USR063,INC03365,3800000,2150000,1800000,7750000,5950000,bonus,2023-08-29 17:15
BGT07142,USR009,INC08978,1450000,900000,250000,2600000,2350000,part_time,2024-10-13 12:47
BGT01585,USR049,INC07162,3650000,2050000,1350000,7050000,5700000,bonus,2023-04-23 23:43
BGT06663,USR047,INC05601,2250000,1350000,550000,4150000,3600000,bonus,2023-09-18 10:27
BGT01903,USR071,INC08080,4000000,2850000,1850000,8700000,6850000,freelance,2023-03-14 21:31
BGT00450,USR038,INC09305,2500000,1450000,600000,4500000,3950000,part_time,2024-06-06 06:41
BGT03252,USR064,INC09694,2400000,1550000,800000,4750000,3950000,salary,2023-03-22 07:31
BGT03339,USR026,INC00355,1000000,750000,450000,2200000,1750000,allowance,2024-07-26 14:13
BGT07123,USR044,INC03581,3550000,2300000,1350000,7200000,5850000,freelance,2024-04-29 23:37
BGT02246,USR017,INC08928,750000,400000,350000,1550000,1150000,scholarship,2024-04-10 21:11
BGT09859,USR002,INC04995,1550000,750000,600000,2900000,2300000,part_time,2024-02-21 09:58
BGT06904,USR041,INC02931,2650000,-2000000,1400000,6000000,4650000,business,2024-12-08 08:39
BGT03541,USR074,INC02703,2900000,1500000,,5500000,4400000,salary,2024-04-12 01:14
BGT05104,USR059,INC07802,1950000,1050000,850000,3800000,3000000,bonus,2023-08-27 10:04
BGT07351,USR009,INC07789,650000,350000,150000,1200000,1000000,part_time,2023-12-01 22:36
BGT01024,USR027,INC00660,1900000,950000,600000,3450000,2850000,part_time,2023-07-26 04:42
BGT03587,USR025,INC03301,2350000,1450000,950000,4750000,3800000,freelance,2024-09-10 23:18
BGT03406,USR065,INC09613,3350000,2000000,950000,6300000,5350000,investment_return,2024-10-06 13:12
BGT06588,USR014,INC02471,1350000,800000,850000,3000000,2150000,allowance,2024-01-27 02:42
BGT02519,USR047,INC06714,3150000,2300000,1450000,6900000,5450000,salary,2023-07-01 20:49
BGT01102,USR039,INC00546,1800000,1000000,800000,3650000,2800000,internship,2024-09-10 14:00
BGT00094,USR008,INC00072,1000000,700000,550000,2250000,1700000,allowance,2023-02-28 15:06
BGT04968,USR055,INC03037,2350000,1500000,1350000,5200000,3850000,business,2024-01-23 22:34
BGT05220,USR003,INC05004,1100000,550000,350000,2000000,1650000,scholarship,2024-06-17 08:06
BGT00591,USR024,INC05865,1700000,950000,600000,3200000,2650000,freelance,2023-04-27 06:24
BGT05816,USR025,INC00540,2400000,1400000rb,900000,4750000,3800000,allowance,2024-02-23 16:54
BGT00774,USR050,INC07700,1500000,900000,850000,3300000,2400000,business,2023-05-04 16:23
BGT05861,USR038,INC00701,1750000,1050000,300000,,2800000,part_time,2023-04-30 09:15
BGT02530,USR006,INC07227,900000,500000,400000,1800000,1400000,part_time,2023-07-28 14:40
BGT01458,USR019,INC08843,800000,400000,350000,1550000,1200000,part_time,2023-02-13 04:44
BGT05521,USR007,INC08911,1200000,650000,500000,2350000,1850000,scholarship,2023-02-11 09:45
BGT09941,USR072,INC01653,3550000,2000000,1850000,7350000,5550000,investment_return,2023-07-12 16:32
BGT03532,USR003,INC00224,1150000,600000,550000,2300000,1750000,PART_TIME,2024-04-10 19:43
BGT01202,USR038,INC03718,850000,500000,,1800000,1350000,internship,2024-02-24 23:52
BGT06570,USR032,INC09538,1450000,850000,500000rb,2800000,2300000,freelance,2024-03-01 17:20
BGT04949,USR035,INC04503,2000000,1400000,1100000,4500000,3400000,freelance,2023-04-14 11:22
BGT08046,USR012,INC04446,1450000,900000,450000,2750000,2350000,allowance,2023-12-25 15:38
BGT03374,USR016,INC00211,600000,300000,150000,1050000,900000,part_time,2024-01-08 18:52
BGT07389,USR045,INC04767,2550000,1650000,1100000,5350000,4200000,business,2023-08-15 08:55
BGT05936,USR070,INC09164,2100000,1550000,1000000,4650000,3650000,business,2023-04-28 04:10
BGT04031,USR010,INC05859,1100000,750000,550000,2400000,1850000,allowance,2023-09-25 12:41
BGT03799,USR015,INC05433,550000,300000,200000,1050000,850000,scholarship,2023-04-22 19:02
BGT08665,USR046,INC00619,2400000,1450000,550000,4400000,3850000,salary,2024-03-07 08:39
BGT02256,USR005,INC04560,950000,600000,300000,1850000,1550000,scholarship,2024-02-27 08:20
BGT08627,USR015,INC09582,750000,450000,400000,1600000,1200000,scholarship,2023-01-04 16:11
BGT02444,USR019,INC05386,900000,700000,450000,2100000,1600000,allowance,2024-03-05 16:09
BGT02741,USR022,INC08603,1200000,650000,450000,2300000,1850000,part_time,2024-09-13 09:11
BGT04052,USR028,INC03384,,650000,,2250000,1750000,PART_TIME,2023-08-18 14:01
BGT01363,USR038,INC08795,2000000,1250000,650000,3900000,3250000,internship,2024-02-27 13:13
BGT03096,USR027,INC01551,2500000,1500000,650000,4650000,4000000,internship,2023-10-06 19:37
BGT01042,USR025,INC04823,1300000,850000,550000,2700000,2150000,internship,2023-12-07 11:49
BGT06075,USR027,INC05199,1500000,1000000,500000,3000000,2500000,internship,2023-08-05 18:05
BGT07850,USR025,INC04524,1950000,1400000,1050000,4450000,3350000,allowance,2024-10-05 13:15
BGT07031,USR047,INC07244,2750000,1450000,1200000,5400000,4200000,salary,2023-05-11 10:50
BGT08731,USR040,INC07342,1500000,850000,900000,3300000,2350000,allowance,2024-12-18 10:03
BGT03233,USR024,INC06275,1300000,800000rb,450000,2550000,2100000,freelance,2023-05-14 19:05
BGT00481,USR001,INC04996,1350000,850000,800000,2950000,2200000,scholarship,2023-06-20 00:19
BGT04251,USR072,INC03964,4800000,2700000,1750000,9250000,7500000,bonus,2024-12-03 03:40
BGT06477,USR015,INC05609,750000,450000,300000,1500000,1200000,scholarship,2023-08-08 15:02
BGT03027,USR032,INC00823,2350000,1400000,750000,4500000,3750000,part_time,2023-11-05 22:05
BGT07104,USR033,INC07427,1750000,1100000,750000,3600000,2850000,FREELANCE,2024-04-17 07:53
BGT01385,USR023,INC09339,1850000,900000,800000,3550000,2750000,internship,2023-12-19 19:13
BGT01284,USR057,INC02383,3500000,1900000,1700000,7100000,5400000,freelance,2024-05-20 12:45
BGT08464,USR074,INC05431,5000000,2900000,1400000,9300000,7900000,salary,2023-03-02 09:11
BGT09315,USR027,INC02421,2400000,1150000,900000,4400000,3550000,allowance,2023-01-22 20:52
BGT04999,USR006,INC07290,1350000,800000,500000,2600000,2150000,part_time,2023-06-27 23:39
BGT00150,USR017,INC04890,,900000,550000,3000000,2450000,allowance,2024/09/28 18:15
BGT04408,USR030,INC03504,1500000,700000,500000,2750000,2200000,part_time,2024-11-29 17:35
BGT02960,USR029,INC05461,1150000,650000,500000,2300000,1800000,freelance,2024-10-09 10:40
BGT00201,USR015,INC00285,1200000,750000,300000,2300000,1950000,scholarship,2024-03-12 09:45
BGT01110,USR021,INC09006,1100000,-700000,300000,2100000,1800000,internship,2024/04/01 19:22
BGT04499,USR014,INC06844,600000,350000,200000,1150000,950000,part_time,2023-01-31 11:46
BGT07731,USR033,INC00919,2500000,1650000,750000,4900000,4150000,freelance,2023-01-04 19:44
BGT08406,USR052,INC07000,2150000,1250000,1200000,4550000,3400000,salary,2024-03-10 20:21
BGT00375,USR032,INC01356,1350000,900000,600000,2850000,2250000,freelance,2023-07-10 18:27
BGT05319,USR058,INC00837,3900000,-2400000,950000,7250000,6300000,business,2024-01-14 01:34
BGT00958,USR071,INC01864,3100000,1850000,650000,5600000,4950000,salary,2023-12-06 13:08
BGT08895,USR067,INC04201,4200000,2850000,1900000,8950000,7050000,freelance,2023-10-27 03:21
BGT00556,USR058,INC01326,2900000,1800000,700000,5400000,4700000,salary,2023-01-09 07:06
BGT09571,USR017,INC07819,1300000,650000,350000,2300000,1950000,allowance,2024-04-27 04:29
BGT08915,USR009,INC07921,1200000,850000,450000,2450000,2050000,allowance,2024-06-29 22:10
BGT03730,USR025,INC09616,1050000,700000,450000,2200000,1750000,freelance,2023-12-11 21:58
BGT06098,USR020,INC04106,800000,450000,300000,1550000,1250000,allowance,2023-11-21 05:07
BGT04666,USR056,INC07044,2100000,1200000,750000,4050000,3300000,business,2023-01-23 09:30
BGT05105,USR017,INC08112,600000,350000,250000,1250000,950000,allowance,2024-10-07 14:45
BGT02996,USR052,INC06098,3150000,2200000,1600000,6950000,5350000,bonus,2024-05-05 00:24
BGT07682,USR039,INC04120,1400000,1000000,650000,3000000,2400000,internship,2023-02-24 15:37
BGT08053,USR062,INC09422,3000000,1650000,1700000,6350000,4650000,salary,2024-03-02 18:09
BGT05405,USR037,INC07871,1000000,550000,400000,1950000,1550000,internship,2023-12-08 00:56
BGT03309,USR049,INC02019,3200000,2200000,1050000,6450000,5400000,salary,2024-08-04 14:22
BGT06627,USR042,INC03557,3000000,1900000,1250000,6150000,4900000,bonus,2024-11-17 02:00
BGT08329,USR026,INC01167,1950000,1250000,950000,4100000,3200000,part_time,2023-12-26 05:53
BGT03516,USR026,INC04369,2150000,1300000,500000,4000000,3450000,allowance,2024-01-01 05:53
BGT09929,USR039,INC00492,2300000,1450000,1100000,4850000,3750000,allowance,2023-10-21 09:22
BGT02732,USR026,INC02027,1850000,1100000,400000,3400000,2950000,internship,2023-09-09 10:45
BGT03468,USR046,INC08829,3700000,1950000,1100000,6750000,5650000,salary,2024-03-31 16:45
BGT00401,USR063,INC09823,2150000,1400000,1250000,4750000,3550000,bonus,2023-12-30 00:51
BGT00918,USR024,INC03011,1750000,1250000,850000,3850000,3000000,part_time,2024-03-14 05:53
BGT00838,USR011,INC05140,1300000,900000,600000,2750000,2200000,scholarship,2024-10-04 02:57
BGT05313,USR044,INC09724,2950000,1900000,1700000,6550000,4850000,salary,2023-09-01 21:01
BGT03082,USR013,INC06336,1000000,650000,450000,2100000,1650000,scholarship,2023-07-25 00:25
BGT06056,USR018,INC03422,1400000,700000,450000,2500000,2100000,allowance,2024-05-15 22:47
BGT03122,USR065,INC03268,3500000,1800000,1150000,6450000,5300000,freelance,2023-09-19 23:44
BGT00835,USR055,INC08168,2700000,1400000,700000,4800000,4100000,bonus,2024-08-14 07:59
BGT07257,USR027,INC05237,1650000,1100000,850000,3600000,2750000,internship,2024-03-03 12:24
BGT07784,USR044,INC00571,2350000,1450000,1200000,4950000,3800000,salary,2023-05-24 08:50
BGT07262,USR002,INC08804,1300000,800000,250000,2400000,2100000,scholarship,2023-08-29 20:11
BGT09855,USR031,INC05465,2450000,1300000,850000,4600000,3750000,freelance,2024-11-03 13:11
BGT08992,USR020,INC01520,1000000,550000,400000,1950000,1550000,allowance,2024-01-07 16:45
BGT06340,USR069,INC07315,4100000,2850000,1950000,8950000,6950000,business,2023-07-04 10:12
BGT01355,USR075,INC04719,4950000,2750000,2050000,9750000,7700000,freelance,2024-03-02 07:47
BGT01188,USR007,INC01477,1250000,900000,450000,2600000,2150000,part_time,2023-08-02 20:44
BGT06338,USR052,INC04962,3550000,2500000,1800000,7850000,6050000,salary,2023-05-02 07:51
BGT01773,USR061,INC05278,2050000,1300000,1000000,4350000,3350000,business,2024-04-14 03:41
BGT07448,USR068,INC05408,5400000,3200000,1400000,10000000,8600000,salary,2023-03-10 23:25
BGT07755,USR025,INC00855,1100000,700000,400000,2200000,1800000,allowance,2024-06-10 05:52
BGT06510,USR056,INC06929,3150000,2350000,1350000,6850000,5500000,salary,2023-10-07 14:35
BGT04213,USR036,INC07255,2100000,,900000,4500000,3600000,part_time,2023-05-08 22:23
BGT02076,USR075,INC00186,4200000,2550000rb,1200000,7950000,6750000,business,2024-09-06 08:25
BGT05067,USR015,INC01792,900000,550000,300000,1750000,1450000,scholarship,2023-11-12 18:41
BGT05794,USR051,INC06740,3650000,2350000,1600000,7650000,6000000,business,2023-07-08 06:51
BGT09290,USR013,INC02650,1600000,850000,500000,2950000,2450000,scholarship,
BGT02747,USR051,INC06237,1450000,850000,850000,3150000,2300000,business,2024-10-15 10:27
BGT01217,USR061,INC07327,3350000,2000000,1500000,6850000,6000000,freelance,2023-07-16 06:19
BGT02688,USR061,INC01081,4000000rb,1950000,1500000,7450000,5950000,salary,2023-07-10 20:23
BGT07492,USR074,INC08387,2350000,1300000,1350000,5050000,3650000,salary,2024-04-11 16:16
BGT08416,USR058,INC01370,3250000,1900000,1350000,6500000,5150000,salary,2024-08-23 04:02
BGT00236,USR002,INC03075,900000,500000,250000,1650000,1400000,scholarship,2023-05-10 15:57
BGT09404,USR035,INC02414,2300000,1400000,1100000,4750000,3700000,,2024-05-31 21:35
BGT09935,USR059,INC00584,3050000,1750000,1050000,5900000,4800000,freelance,2024/10/01 14:09
BGT06916,USR030,INC02255,2500000,1300000,850000,4650000,3800000,part_time,2023-07-14 15:27
BGT05195,USR040,INC05773,1200000,750000,750000,2750000,1950000,internship,2023-12-24 05:25
BGT06003,USR039,INC04060,2600000,1500000,750000,,4100000,freelance,2024-04-16 04:51
BGT09747,USR012,INC01566,1200000,,500000,2400000,1900000,,
BGT05655,USR038,INC00834,1250000,850000,650000,2750000rb,2100000,internship,2024-09-16 03:37
BGT01167,USR008,INC07138,,400000,200000,1200000,1000000,part_time,2024-01-08 09:04
BGT04828,USR047,INC07476,2150000,1350000,550000,4050000,3500000,freelance,2023-06-05 14:55
BGT00109,USR019,INC06007,1650000,800000,550000,3000000,2450000,allowance,2024-12-19 16:15
BGT06353,USR007,INC00654,1450000,950000,500000,2900000,2400000,scholarship,2024-12-27 12:18
BGT06514,USR010,INC07492,1550000,900000,450000,2850000,2450000,scholarship,2024-10-15 06:06
BGT08817,USR028,INC09862,850000,600000,400000,1850000,1450000,allowance,2024/06/20 23:52
BGT05126,USR057,INC02003,3600000,2200000,850000,6700000,5800000,salary,2024-06-02 03:40
BGT03556,USR060,INC03588,2450000,1300000,,4800000,3750000,bonus,2024-06-23 16:02
BGT01324,USR026,INC00178,900000,550000,550000,2050000,1450000,freelance,2023-10-31 21:03
BGT07551,USR052,INC04020,1600000,1050000,450000,3100000,2650000,business,2023-11-01 05:24
BGT08600,USR011,INC06504,1300000,750000,600000,2650000,2050000,scholarship,2024-04-11 14:58
BGT03352,USR004,INC01268,600000,350000,250000,1200000,950000,scholarship,2024-10-17 20:51
BGT03334,USR011,INC05250,500000,,300000,1100000,850000,allowance,2024-02-04 16:26
BGT07495,USR049,INC09548,3300000,2200000,1000000,6500000,5500000,business,2023-01-02 02:08
BGT06105,USR072,INC00116,4350000,,2200000,9650000,7450000,salary,2024-03-24 14:10
BGT03652,USR020,INC03801,550000,350000,250000,1150000,900000,allowance,2024-11-26 15:52
BGT00391,USR010,INC08574,750000,400000,300000,1450000,1150000,part_time,2024-06-06 15:49
BGT05484,USR017,INC02376,900000,550000,550000,2000000,1450000,part_time,2023-12-09 21:46
BGT06250,USR051,INC02361,2050000,1350000,800000,4150000,3400000,business,
BGT01160,USR018,INC00757,850000,500000,250000,1600000,1350000,allowance,2024-02-08 10:26
BGT04613,USR075,INC01687,5000000,2550000,1550000,9050000,7550000,BONUS,2024-04-03 04:41
BGT05854,USR064,INC07419,4650000,3000000,2050000,9650000,7650000,salary,2023-09-30 10:08
BGT03317,USR040,INC02601,1950000,1400000,800000,4150000,3350000,allowance,2023-10-02 19:43
BGT08687,USR025,INC09220,1450000,800000,550000,2800000,2250000,ALLOWANCE,2023-07-26 20:26
BGT04426,USR042,INC04036,3700000,2450000,1450000,7600000,6150000,freelance,2024-02-25 04:30
BGT01225,USR066,INC08240,4650000,2650000,2550000,9850000,7300000,freelance,2024-04-20 07:39
BGT05192,USR071,INC05316,5200000,2700000,1750000,9650000,7900000,business,2024-03-29 16:18
BGT05489,USR055,INC08663,2000000,1400000,950000,4400000,3400000,salary,2023-11-20 04:30
BGT08253,USR008,INC01119,1350000,800000,400000,2500000,2150000,allowance,2023-07-07 14:32
BGT08891,USR016,INC00930,1300000,850000,300000,2450000,2150000,part_time,2024-12-24 23:48
BGT04473,USR043,INC06719,3400000,2100000,1750000,7200000.00,5500000,freelance,2023-09-12 02:01
BGT03253,USR056,INC08555,1900000,1050000,950000,3900000,2950000,bonus,2024-03-01 15:20
BGT09359,USR022,INC08565,2500000,-1500000,950000,4950000,4000000,allowance,2024-08-19 01:47
BGT08042,USR050,INC03484,2000000,1200000,,3800000,3200000,salary,2023-02-04 03:10
BGT09369,USR022,INC01308,2050000,1150000,1000000,4200000,3200000,internship,2023-09-05 02:00
BGT04065,USR037,INC03548,1650000,900000,650000,3200000,2550000,allowance,2023-06-27 04:30
BGT06651,USR021,INC02875,2100000,1550000,1000000,4650000,3650000,internship,2024-04-28 12:51
BGT06475,USR033,INC06533,1750000,950000,550000,3250000,2700000,part_time,2023-05-02 01:32
BGT09713,USR025,INC00664,2700000,1650000,600000,4950000,4350000,allowance,
BGT02824,USR068,INC03109,3050000,1950000,750000,5800000,5350000,salary,2023-10-20 11:38
BGT07956,USR003,INC03352,1500000,850000,500000,2850000,2350000,part_time,2024-02-16 08:52
BGT03408,USR024,INC07566,1000000,550000,300000,1850000,1550000,freelance,2024-02-20 12:20
BGT00275,USR019,INC09428,1400000,850000,700000,3000000,2250000,part_time,2023-11-18 13:39
BGT05899,USR005,INC01336,1450000,900000,400000,,2350000,allowance,2024-09-07 07:37
BGT04433,USR014,INC03991,600000,400000,300000,1250000,1000000,scholarship,2023-07-18 06:34
BGT07037,USR012,INC09467,1400000,750000,650000,2850000,2150000,scholarship,2023-07-24 01:33
BGT09092,USR010,INC04424,750000,450000,450000,1650000,1200000,allowance,2023-10-03 00:38
BGT06955,USR059,INC07019,1800000,1400000,900000,4050000,3200000,salary,2024-04-28 08:29
BGT02196,USR024,INC05764,1900000,,550000,3550000,2950000,freelance,2024-08-04 18:59
BGT08961,USR065,INC04039,2400000,1800000,1250000,5450000,4200000,freelance,14/02/2024 01:43
BGT01916,USR005,INC08885,500000,300000,250000,1000000,800000,allowance,2024-02-10 06:03
BGT06136,USR014,INC03675,1200000,800000,550000,2600000,2000000,allowance,2023-10-31 01:38
BGT04036,USR042,INC00627,2450000,1500000,750000,4700000,3950000,bonus,2023-07-18 10:09
BGT03888,USR036,INC03726,1600000,1100000,850000,3550000,2700000,allowance,2023-09-29 12:35
BGT04422,USR046,INC04013,2700000,1350000,800000,4850000,4450000,bonus,2023-04-05 21:57
BGT08002,USR075,INC07835,4700000,2550000,1800000,9050000,7250000,bonus,2023-03-13 00:55
BGT08840,USR062,INC00591,2700000,1650000,1400000,5750000,4350000,business,2023-05-16 07:10
BGT06655,USR075,INC02596,2800000,2050000,1400000,6250000,4850000,bonus,2023-11-06 20:11
BGT08378,USR074,INC08494,5300000,2600000,1750000,9600000,7900000,business,2023-04-29 09:27
BGT06596,USR006,INC01639,950000,600000,600000,2150000.00,1550000,scholarship,2023-11-14 09:26
BGT04784,USR041,INC05926,2300000,1400000,500000,4200000,3700000,freelance,2024-08-20 01:01
BGT08584,USR062,INC00029,3900000,2100000,1000000,7000000,6000000,investment_return,2023-08-06 11:46
BGT08917,USR029,INC06062,2000000,1400000,700000,4050000,3400000,ALLOWANCE,2023-05-17 15:19
BGT09653,USR040,INC04087,700000,500000,300000,1500000,1200000,part_time,2023-07-07 07:53
BGT09297,USR067,INC09590,4100000,2350000,1400000,7900000,6450000,investment_return,2023-09-06 01:25
BGT05941,USR002,INC07381,,400000,250000,1500000,1250000,scholarship,2023-01-20 14:00
BGT04128,USR008,INC08961,1100000,700000,450000,2250000,1800000,part_time,2024-09-20 04:58
BGT07194,USR028,INC09263,2100000,1250000,800000,4150000,3350000,internship,2024-10-10 10:47
BGT08711,USR068,INC02589,2600000,1350000,1000000,4950000,3950000,freelance,2023-06-29 13:09
BGT05512,USR073,INC08857,4250000,2550000,1500000,8300000,6800000,bonus,2024-04-18 15:56
BGT04334,USR030,INC01431,850000,550000,200000,1600000,1400000,allowance,2024-08-18 09:32
BGT06168,USR059,INC00158,2900000,2000000,1400000,6250000,4900000,bonus,2023-05-25 21:32
BGT05019,USR025,INC03317,1950000,1250000,600000,3850000,3200000,allowance,2023-09-30 17:55
BGT04325,USR001,INC00657,,400000,300000,1350000,1050000,allowance,2024-12-11 16:42
BGT06459,USR036,INC03879,2300000,1300000,1200000,4800000,3600000,part_time,2024-11-23 18:51
BGT05955,USR060,INC08349,2350000,1300000,950000,,3650000,freelance,01/08/2024 05:06
BGT02422,USR012,INC09418,1350000,850000,350000,2550000,2200000,part_time,2023-03-18 16:32
BGT08649,USR042,INC07629,3750000,2300000,1900000,,6650000,freelance,2024-12-29 19:41
BGT05494,USR028,INC02891,1300000,700000,600000,2650000,2000000,freelance,2024-04-15 03:44
BGT09939,USR018,INC07073,750000,450000,200000,1350000,1200000,allowance,2023-02-26 12:49
BGT04424,USR067,INC01939,1900000,1200000,1150000,4250000,3100000,business,2023-10-15 02:02
BGT01143,USR039,INC05088,1300000,850000,300000,2450000,2150000,internship,2023-03-03 15:02
BGT08727,USR053,INC08402,2750000,1400000,850000,,4150000,bonus,2023-04-01 11:20
BGT00459,USR002,INC06107,650000,400000,250000,1300000,1050000,allowance,2024-03-13 23:22
BGT05125,USR058,INC02790,2750000,1350000,950000,5050000,4100000,freelance,2023-12-25 16:15
BGT03100,USR038,INC06316,1250000,650000,400000,2300000,1900000,internship,2024-06-13 04:36
BGT06684,USR070,INC06547,3400000,1850000,1650000,6900000,5250000,investment_return,2023-07-04 14:08
BGT03950,USR019,INC06652,750000,450000,350000,1550000,1200000,scholarship,2023-01-27 21:48
BGT06448,USR066,INC06816,4100000,2050000,1750000,7850000,6150000,freelance,2024-01-23 06:29
BGT00076,USR024,INC05553,2300000,1300000,600000,4150000,3600000,internship,14/11/2024 05:09
BGT00830,USR016,INC00266,1150000,600000,600000,2350000,1750000,SCHOLARSHIP,
BGT02108,USR055,INC06071,2350000,1550000,1300000,5200000,3900000,salary,2023-12-24 11:55
BGT03782,USR015,INC08046,700000,450000,400000,1500000,1150000,part_time,2023-02-11 22:23
BGT04277,USR050,INC05122,3600000,1950000,1150000,6650000,5550000,freelance,2024-09-02 03:53
BGT06060,USR052,INC08116,2050000rb,1100000,900000,4000000,3150000,freelance,2023-08-14 22:54
BGT09116,USR016,INC08496,1350000,900000,750000,3000000,2250000,part_time,2024-12-25 00:12
BGT02927,USR066,INC03635,2950000,2050000,1650000,6650000,5000000,freelance,2023-01-07 19:02
BGT06102,USR036,INC02329,2500000,1400000,750000,4650000,3900000,freelance,2023-01-31 23:43
BGT05834,USR038,INC06511,1550000,950000,850000,3350000,2500000,freelance,2023-10-17 07:05
BGT02299,USR066,INC01999,3250000,1900000,1900000,7050000rb,5150000,bonus,2024-05-14 00:21
BGT02694,USR045,INC08007,3950000,2250000,1100000,7300000,6200000,freelance,2024-11-04 01:01
BGT00895,USR048,INC05271,2650000,1600000,1500000,5800000,4250000,salary,2023-07-29 04:58
BGT04175,USR028,INC04103,,450000,350000,1550000,1250000,part_time,2023-07-23 20:23
BGT06985,USR031,INC09325,1200000,650000,350000,2200000,1850000,allowance,2023-05-09 08:03
